memberid,product_name,sn_rec_rule_id,sn_rec_kxReco,sn_rec_source,sn_rec_score
BZNuzOOeaU,Flight Referral,3,Hotel Search,product_name,0.082058414
BZNuzOOeaU,Flight Referral,4,Event Referral,product_name,0.059805285
BZNuzOOeaU,Flight Referral,5,Cruise Referral,product_name,0.059805285
BZYfTwZsqP,Car Referral,1,Hotel Referral,product_name,0.242002782
BZYfTwZsqP,Car Referral,2,Flight Referral,product_name,0.213333333
BZYfTwZsqP,Car Referral,3,Hotel Search,product_name,0.166666667
BZYfTwZsqP,Car Referral,4,Event Referral,product_name,0.106666667
BZYfTwZsqP,Car Referral,5,Flight Search,product_name,0.098748261
CaDAPahnnH,Hotel Referral,1,Flight Referral,product_name,0.119917298
CaDAPahnnH,Hotel Referral,2,Hotel Search,product_name,0.105444521
CaDAPahnnH,Hotel Referral,3,Flight Search,product_name,0.072363887
CaDAPahnnH,Hotel Referral,4,Event Referral,product_name,0.059958649
CaDAPahnnH,Hotel Referral,5,Cruise Referral,product_name,0.052377671
CaFtAsgkIp,Flight Referral,1,Hotel Search,product_name,1
CaFtAsgkIp,Flight Referral,2,Flight Referral,product_name,1
CaFtAsgkIp,Flight Referral,3,Car Referral,product_name,1
CaFtAsgkIp,Flight Referral,4,Hotel Referral,product_name,0.35334873
CaFtAsgkIp,Flight Referral,5,Flight Search,product_name,0.145496536
cAPVhJfmpp,Hotel Referral,1,Flight Referral,product_name,0.119917298
cAPVhJfmpp,Hotel Referral,2,Hotel Search,product_name,0.105444521
cAPVhJfmpp,Hotel Referral,3,Flight Search,product_name,0.072363887
cAPVhJfmpp,Hotel Referral,4,Event Referral,product_name,0.059958649
cAPVhJfmpp,Hotel Referral,5,Cruise Referral,product_name,0.052377671
CBFeqNKZIR,Car Referral,1,Hotel Referral,product_name,0.233333333
CBFeqNKZIR,Car Referral,2,Flight Referral,product_name,0.213333333
CBFeqNKZIR,Car Referral,3,Hotel Search,product_name,0.166666667
CBFeqNKZIR,Car Referral,4,Event Referral,product_name,0.106666667
CBFeqNKZIR,Car Referral,5,Cruise Referral,product_name,0.066666667
cBpbgaeLGa,Flight Search,1,Hotel Referral,product_name,0.35334873
cBpbgaeLGa,Flight Search,2,Flight Referral,product_name,0.192411924
cBpbgaeLGa,Flight Search,3,Hotel Search,product_name,0.170731707
cBpbgaeLGa,Flight Search,4,Flight Search,product_name,0.145496536
cBpbgaeLGa,Flight Search,5,Car Search,product_name,0.076212471
CbSdwNrTzm,Groupon Getaways,1,Hotel Referral,product_name,0.327380952
CbSdwNrTzm,Groupon Getaways,2,Flight Referral,product_name,0.130952381
CbSdwNrTzm,Groupon Getaways,3,Hotel Search,product_name,0.119047619
CbSdwNrTzm,Groupon Getaways,4,Package Referral,product_name,0.077380952
CbSdwNrTzm,Groupon Getaways,5,Cruise Referral,product_name,0.06547619
cbTEQJIKZK,Hotel Referral,1,Flight Referral,product_name,0.119917298
cbTEQJIKZK,Hotel Referral,2,Hotel Search,product_name,0.105444521
cbTEQJIKZK,Hotel Referral,3,Flight Search,product_name,0.072363887
cbTEQJIKZK,Hotel Referral,4,Event Referral,product_name,0.059958649
cbTEQJIKZK,Hotel Referral,5,Cruise Referral,product_name,0.052377671
cbtTWJemAw,Flight Referral,1,Hotel Referral,product_name,0.242002782
cbtTWJemAw,Flight Referral,2,Flight Search,product_name,0.098748261
cbtTWJemAw,Flight Referral,3,Hotel Search,product_name,0.082058414
cbtTWJemAw,Flight Referral,4,Event Referral,product_name,0.059805285
cbtTWJemAw,Flight Referral,5,Cruise Referral,product_name,0.059805285
CcAzMEpfFU,Hotel Referral,1,Flight Referral,product_name,0.119917298
CcAzMEpfFU,Hotel Referral,2,Hotel Search,product_name,0.105444521
CcAzMEpfFU,Hotel Referral,3,Flight Search,product_name,0.072363887
CcAzMEpfFU,Hotel Referral,4,Event Referral,product_name,0.059958649
CcAzMEpfFU,Hotel Referral,5,Cruise Referral,product_name,0.052377671
cCgKgJKyNL,Hotel Referral,1,Flight Referral,product_name,0.119917298
cCgKgJKyNL,Hotel Referral,2,Hotel Search,product_name,0.105444521
cCgKgJKyNL,Hotel Referral,3,Flight Search,product_name,0.072363887
cCgKgJKyNL,Hotel Referral,4,Event Referral,product_name,0.059958649
cCgKgJKyNL,Hotel Referral,5,Cruise Referral,product_name,0.052377671
CCmMBJSKwM,Event Referral,1,Hotel Referral,product_name,0.256637168
CCmMBJSKwM,Event Referral,2,Flight Referral,product_name,0.126843658
CCmMBJSKwM,Event Referral,3,Hotel Search,product_name,0.088495575
CCmMBJSKwM,Event Referral,4,Flight Search,product_name,0.067846608
CCmMBJSKwM,Event Referral,5,Cruise Referral,product_name,0.056047198
cCrxWrRdnD,Car Search,1,Hotel Referral,product_name,0.380952381
cCrxWrRdnD,Car Search,2,Hotel Search,product_name,0.314285714
cCrxWrRdnD,Car Search,3,Flight Search,product_name,0.219047619
cCrxWrRdnD,Car Search,4,Flight Referral,product_name,0.192411924
cCrxWrRdnD,Car Search,5,Event Referral,product_name,0.066666667
cDAtMElpLL,Flight Referral,1,Hotel Referral,product_name,0.242002782
cDAtMElpLL,Flight Referral,2,Flight Search,product_name,0.098748261
cDAtMElpLL,Flight Referral,3,Hotel Search,product_name,0.082058414
cDAtMElpLL,Flight Referral,4,Event Referral,product_name,0.059805285
cDAtMElpLL,Flight Referral,5,Cruise Referral,product_name,0.059805285
CdDjIrTzeK,Flight Referral,1,Hotel Referral,product_name,0.242002782
CdDjIrTzeK,Flight Referral,2,Flight Search,product_name,0.098748261
CdDjIrTzeK,Flight Referral,3,Hotel Search,product_name,0.082058414
CdDjIrTzeK,Flight Referral,4,Event Referral,product_name,0.059805285
CdDjIrTzeK,Flight Referral,5,Cruise Referral,product_name,0.059805285
CdUzMEDlFP,Flight Search,1,Hotel Referral,product_name,0.284552846
CdUzMEDlFP,Flight Search,2,Flight Referral,product_name,0.192411924
CdUzMEDlFP,Flight Search,3,Hotel Search,product_name,0.170731707
CdUzMEDlFP,Flight Search,4,Event Referral,product_name,0.062330623
CdUzMEDlFP,Flight Search,5,Car Search,product_name,0.062330623
cDwkCWdAWs,Car Search,1,Hotel Referral,product_name,0.380952381
cDwkCWdAWs,Car Search,2,Hotel Search,product_name,0.314285714
cDwkCWdAWs,Car Search,3,Flight Search,product_name,0.219047619
cDwkCWdAWs,Car Search,4,Flight Referral,product_name,0.142857143
cDwkCWdAWs,Car Search,5,Car Search,product_name,0.076212471
cdYKHnDewg,Flight Search,1,Hotel Referral,product_name,0.284552846
cdYKHnDewg,Flight Search,2,Flight Referral,product_name,0.192411924
cdYKHnDewg,Flight Search,3,Hotel Search,product_name,0.170731707
cdYKHnDewg,Flight Search,4,Flight Search,product_name,0.098748261
cdYKHnDewg,Flight Search,5,Event Referral,product_name,0.062330623
CeaqyEyCSA,Hotel Referral,1,Flight Referral,product_name,0.119917298
CeaqyEyCSA,Hotel Referral,2,Hotel Search,product_name,0.105444521
CeaqyEyCSA,Hotel Referral,3,Flight Search,product_name,0.072363887
CeaqyEyCSA,Hotel Referral,4,Event Referral,product_name,0.059958649
CeaqyEyCSA,Hotel Referral,5,Cruise Referral,product_name,0.052377671
ceBDivTjsa,Registration,1,Hotel Referral,product_name,0.212121212
ceBDivTjsa,Registration,2,Flight Referral,product_name,0.212121212
ceBDivTjsa,Registration,3,Groupon Getaways,product_name,0.151515152
ceBDivTjsa,Registration,4,Event Referral,product_name,0.151515152
ceBDivTjsa,Registration,5,Hotel Search,product_name,0.060606061
cEJSNRWflR,Package Referral,1,Hotel Referral,product_name,0.361344538
cEJSNRWflR,Package Referral,2,Flight Referral,product_name,0.18487395
cEJSNRWflR,Package Referral,3,Cruise Referral,product_name,0.151260504
cEJSNRWflR,Package Referral,4,Groupon Getaways,product_name,0.109243697
cEJSNRWflR,Package Referral,5,Hotel Search,product_name,0.075630252
cetBXeVPiN,Hotel Referral,1,Flight Referral,product_name,0.119917298
cetBXeVPiN,Hotel Referral,2,Hotel Search,product_name,0.105444521
cetBXeVPiN,Hotel Referral,3,Flight Search,product_name,0.072363887
cetBXeVPiN,Hotel Referral,4,Event Referral,product_name,0.059958649
cetBXeVPiN,Hotel Referral,5,Cruise Referral,product_name,0.052377671
cEYuAvqLIG,Hotel Search,1,Hotel Referral,product_name,0.35334873
cEYuAvqLIG,Hotel Search,2,Flight Referral,product_name,0.192411924
cEYuAvqLIG,Hotel Search,3,Hotel Search,product_name,0.170731707
cEYuAvqLIG,Hotel Search,4,Flight Search,product_name,0.145496536
cEYuAvqLIG,Hotel Search,5,Car Search,product_name,0.076212471
cFeNJibLit,Flight Referral,1,Hotel Referral,product_name,0.242002782
cFeNJibLit,Flight Referral,2,Flight Search,product_name,0.098748261
cFeNJibLit,Flight Referral,3,Hotel Search,product_name,0.082058414
cFeNJibLit,Flight Referral,4,Event Referral,product_name,0.059805285
cFeNJibLit,Flight Referral,5,Cruise Referral,product_name,0.059805285
CffcJEOeKd,Hotel Referral,1,Flight Referral,product_name,0.119917298
CffcJEOeKd,Hotel Referral,2,Hotel Search,product_name,0.105444521
CffcJEOeKd,Hotel Referral,3,Flight Search,product_name,0.072363887
CffcJEOeKd,Hotel Referral,4,Event Referral,product_name,0.059958649
CffcJEOeKd,Hotel Referral,5,Cruise Referral,product_name,0.052377671
cFhYjZFngv,Hotel Referral,1,Flight Referral,product_name,0.119917298
cFhYjZFngv,Hotel Referral,2,Hotel Search,product_name,0.105444521
cFhYjZFngv,Hotel Referral,3,Flight Search,product_name,0.072363887
cFhYjZFngv,Hotel Referral,4,Event Referral,product_name,0.059958649
cFhYjZFngv,Hotel Referral,5,Cruise Referral,product_name,0.052377671
cFJVtRjawM,Hotel Referral,1,Flight Referral,product_name,0.119917298
cFJVtRjawM,Hotel Referral,2,Hotel Search,product_name,0.105444521
cFJVtRjawM,Hotel Referral,3,Flight Search,product_name,0.072363887
cFJVtRjawM,Hotel Referral,4,Event Referral,product_name,0.059958649
cFJVtRjawM,Hotel Referral,5,Cruise Referral,product_name,0.052377671
cfnauZIMix,Flight Search,1,Hotel Referral,product_name,0.284552846
cfnauZIMix,Flight Search,2,Flight Referral,product_name,0.192411924
cfnauZIMix,Flight Search,3,Hotel Search,product_name,0.170731707
cfnauZIMix,Flight Search,4,Flight Search,product_name,0.098748261
cfnauZIMix,Flight Search,5,Event Referral,product_name,0.062330623
cFWzZrUkIP,Hotel Referral,1,Flight Referral,product_name,0.119917298
cFWzZrUkIP,Hotel Referral,2,Hotel Search,product_name,0.105444521
cFWzZrUkIP,Hotel Referral,3,Flight Search,product_name,0.072363887
cFWzZrUkIP,Hotel Referral,4,Event Referral,product_name,0.059958649
cFWzZrUkIP,Hotel Referral,5,Cruise Referral,product_name,0.052377671
CgCjzRTHxU,Hotel Referral,1,Flight Referral,product_name,0.119917298
CgCjzRTHxU,Hotel Referral,2,Hotel Search,product_name,0.105444521
CgCjzRTHxU,Hotel Referral,3,Flight Search,product_name,0.072363887
CgCjzRTHxU,Hotel Referral,4,Event Referral,product_name,0.059958649
CgCjzRTHxU,Hotel Referral,5,Cruise Referral,product_name,0.052377671
cgqwkmQdGB,Hotel Referral,1,Hotel Referral,product_name,0.284552846
cgqwkmQdGB,Hotel Referral,2,Flight Referral,product_name,0.192411924
cgqwkmQdGB,Hotel Referral,3,Hotel Search,product_name,0.170731707
cgqwkmQdGB,Hotel Referral,4,Flight Search,product_name,0.072363887
cgqwkmQdGB,Hotel Referral,5,Event Referral,product_name,0.062330623
CgrLPiIFZO,Groupon Getaways,1,Hotel Referral,product_name,0.327380952
CgrLPiIFZO,Groupon Getaways,2,Flight Referral,product_name,0.130952381
CgrLPiIFZO,Groupon Getaways,3,Hotel Search,product_name,0.119047619
CgrLPiIFZO,Groupon Getaways,4,Package Referral,product_name,0.077380952
CgrLPiIFZO,Groupon Getaways,5,Cruise Referral,product_name,0.06547619
cGyGPipjek,Flight Referral,1,Hotel Referral,product_name,0.242002782
cGyGPipjek,Flight Referral,2,Flight Search,product_name,0.098748261
cGyGPipjek,Flight Referral,3,Hotel Search,product_name,0.082058414
cGyGPipjek,Flight Referral,4,Event Referral,product_name,0.059805285
cGyGPipjek,Flight Referral,5,Cruise Referral,product_name,0.059805285
cHBGkQgVeJ,Cruise Referral,1,Hotel Referral,product_name,0.263888889
cHBGkQgVeJ,Cruise Referral,2,Flight Referral,product_name,0.149305556
cHBGkQgVeJ,Cruise Referral,3,Hotel Search,product_name,0.09375
cHBGkQgVeJ,Cruise Referral,4,Event Referral,product_name,0.065972222
cHBGkQgVeJ,Cruise Referral,5,Package Referral,product_name,0.0625
ChcLkrkmZs,Flight Referral,1,Hotel Referral,product_name,0.242002782
ChcLkrkmZs,Flight Referral,2,Flight Search,product_name,0.098748261
ChcLkrkmZs,Flight Referral,3,Hotel Search,product_name,0.082058414
ChcLkrkmZs,Flight Referral,4,Event Referral,product_name,0.059805285
ChcLkrkmZs,Flight Referral,5,Cruise Referral,product_name,0.059805285
cHiUqRnsga,Hotel Search,1,Hotel Referral,product_name,0.35334873
cHiUqRnsga,Hotel Search,2,Flight Search,product_name,0.145496536
cHiUqRnsga,Hotel Search,3,Flight Referral,product_name,0.136258661
cHiUqRnsga,Hotel Search,4,Car Search,product_name,0.076212471
cHiUqRnsga,Hotel Search,5,Event Referral,product_name,0.069284065
CHJYvMwNiV,Flight Search,1,Hotel Referral,product_name,0.35334873
CHJYvMwNiV,Flight Search,2,Flight Referral,product_name,0.192411924
CHJYvMwNiV,Flight Search,3,Hotel Search,product_name,0.170731707
CHJYvMwNiV,Flight Search,4,Flight Search,product_name,0.145496536
CHJYvMwNiV,Flight Search,5,Car Search,product_name,0.076212471
chQKpMmFHN,Event Referral,1,Hotel Referral,product_name,0.441860465
chQKpMmFHN,Event Referral,2,Flight Referral,product_name,0.186046512
chQKpMmFHN,Event Referral,3,Hotel Search,product_name,0.11627907
chQKpMmFHN,Event Referral,4,Groupon Getaways,product_name,0.093023256
chQKpMmFHN,Event Referral,5,Event Referral,product_name,0.093023256
cIbDWqtjMz,Car Search,1,Hotel Referral,product_name,0.380952381
cIbDWqtjMz,Car Search,2,Hotel Search,product_name,0.314285714
cIbDWqtjMz,Car Search,3,Flight Search,product_name,0.219047619
cIbDWqtjMz,Car Search,4,Flight Referral,product_name,0.142857143
cIbDWqtjMz,Car Search,5,Event Referral,product_name,0.066666667
cIkCBieHLR,Car Search,1,Hotel Referral,product_name,0.380952381
cIkCBieHLR,Car Search,2,Hotel Search,product_name,0.314285714
cIkCBieHLR,Car Search,3,Flight Search,product_name,0.219047619
cIkCBieHLR,Car Search,4,Flight Referral,product_name,0.142857143
cIkCBieHLR,Car Search,5,Event Referral,product_name,0.066666667
cIoYVqmhrZ,Hotel Referral,1,Flight Referral,product_name,0.119917298
cIoYVqmhrZ,Hotel Referral,2,Hotel Search,product_name,0.105444521
cIoYVqmhrZ,Hotel Referral,3,Flight Search,product_name,0.072363887
cIoYVqmhrZ,Hotel Referral,4,Event Referral,product_name,0.059958649
cIoYVqmhrZ,Hotel Referral,5,Cruise Referral,product_name,0.052377671
CJjZmhrvsG,Flight Search,1,Hotel Referral,product_name,0.284552846
CJjZmhrvsG,Flight Search,2,Flight Referral,product_name,0.192411924
CJjZmhrvsG,Flight Search,3,Hotel Search,product_name,0.170731707
CJjZmhrvsG,Flight Search,4,Event Referral,product_name,0.062330623
CJjZmhrvsG,Flight Search,5,Car Search,product_name,0.062330623
CJsMxzYWtK,Hotel Search,1,Hotel Referral,product_name,0.35334873
CJsMxzYWtK,Hotel Search,2,Flight Search,product_name,0.145496536
CJsMxzYWtK,Hotel Search,3,Flight Referral,product_name,0.136258661
CJsMxzYWtK,Hotel Search,4,Car Search,product_name,0.076212471
CJsMxzYWtK,Hotel Search,5,Event Referral,product_name,0.069284065
CKaInqXIZs,Hotel Search,1,Hotel Referral,product_name,0.35334873
CKaInqXIZs,Hotel Search,2,Flight Search,product_name,0.145496536
CKaInqXIZs,Hotel Search,3,Flight Referral,product_name,0.136258661
CKaInqXIZs,Hotel Search,4,Car Search,product_name,0.076212471
CKaInqXIZs,Hotel Search,5,Event Referral,product_name,0.069284065
ckBRSmKTXW,Hotel Referral,1,Flight Referral,product_name,0.119917298
ckBRSmKTXW,Hotel Referral,2,Hotel Search,product_name,0.105444521
ckBRSmKTXW,Hotel Referral,3,Flight Search,product_name,0.072363887
ckBRSmKTXW,Hotel Referral,4,Event Referral,product_name,0.059958649
ckBRSmKTXW,Hotel Referral,5,Cruise Referral,product_name,0.052377671
CKdPDdOGnn,Flight Search,1,Hotel Referral,product_name,0.284552846
CKdPDdOGnn,Flight Search,2,Flight Referral,product_name,0.192411924
CKdPDdOGnn,Flight Search,3,Hotel Search,product_name,0.170731707
CKdPDdOGnn,Flight Search,4,Event Referral,product_name,0.062330623
CKdPDdOGnn,Flight Search,5,Car Search,product_name,0.062330623
cKJpdHeBwq,Hotel Search,1,Hotel Referral,product_name,0.35334873
cKJpdHeBwq,Hotel Search,2,Flight Search,product_name,0.145496536
cKJpdHeBwq,Hotel Search,3,Flight Referral,product_name,0.136258661
cKJpdHeBwq,Hotel Search,4,Car Search,product_name,0.076212471
cKJpdHeBwq,Hotel Search,5,Event Referral,product_name,0.069284065
CKPKdHMFbM,Cruise Referral,1,Hotel Referral,product_name,0.263888889
CKPKdHMFbM,Cruise Referral,2,Flight Referral,product_name,0.149305556
CKPKdHMFbM,Cruise Referral,3,Hotel Search,product_name,0.09375
CKPKdHMFbM,Cruise Referral,4,Event Referral,product_name,0.065972222
CKPKdHMFbM,Cruise Referral,5,Package Referral,product_name,0.0625
CkQMxDdWBj,Hotel Referral,1,Flight Referral,product_name,0.119917298
CkQMxDdWBj,Hotel Referral,2,Hotel Search,product_name,0.105444521
CkQMxDdWBj,Hotel Referral,3,Flight Search,product_name,0.072363887
CkQMxDdWBj,Hotel Referral,4,Event Referral,product_name,0.059958649
CkQMxDdWBj,Hotel Referral,5,Cruise Referral,product_name,0.052377671
clhUDMNsZy,Hotel Referral,1,Flight Referral,product_name,0.119917298
clhUDMNsZy,Hotel Referral,2,Hotel Search,product_name,0.105444521
clhUDMNsZy,Hotel Referral,3,Flight Search,product_name,0.072363887
clhUDMNsZy,Hotel Referral,4,Event Referral,product_name,0.059958649
clhUDMNsZy,Hotel Referral,5,Cruise Referral,product_name,0.052377671
clKCOyZHWQ,Hotel Referral,1,Flight Referral,product_name,0.119917298
clKCOyZHWQ,Hotel Referral,2,Hotel Search,product_name,0.105444521
clKCOyZHWQ,Hotel Referral,3,Flight Search,product_name,0.072363887
clKCOyZHWQ,Hotel Referral,4,Event Referral,product_name,0.059958649
clKCOyZHWQ,Hotel Referral,5,Cruise Referral,product_name,0.052377671
clovYMuDiz,Flight Referral,1,Hotel Referral,product_name,0.242002782
clovYMuDiz,Flight Referral,2,Flight Search,product_name,0.098748261
clovYMuDiz,Flight Referral,3,Hotel Search,product_name,0.082058414
clovYMuDiz,Flight Referral,4,Event Referral,product_name,0.059805285
clovYMuDiz,Flight Referral,5,Cruise Referral,product_name,0.059805285
ClqoiduaEH,Event Referral,1,Hotel Referral,product_name,0.327380952
ClqoiduaEH,Event Referral,2,Flight Referral,product_name,0.130952381
ClqoiduaEH,Event Referral,3,Hotel Search,product_name,0.119047619
ClqoiduaEH,Event Referral,4,Package Referral,product_name,0.077380952
ClqoiduaEH,Event Referral,5,Flight Search,product_name,0.067846608
CMJVTdeaaK,Hotel Referral,1,Flight Referral,product_name,0.119917298
CMJVTdeaaK,Hotel Referral,2,Hotel Search,product_name,0.105444521
CMJVTdeaaK,Hotel Referral,3,Flight Search,product_name,0.072363887
CMJVTdeaaK,Hotel Referral,4,Event Referral,product_name,0.059958649
CMJVTdeaaK,Hotel Referral,5,Cruise Referral,product_name,0.052377671
CMKlTYrTCT,Hotel Referral,1,Flight Referral,product_name,0.119917298
CMKlTYrTCT,Hotel Referral,2,Hotel Search,product_name,0.105444521
CMKlTYrTCT,Hotel Referral,3,Flight Search,product_name,0.072363887
CMKlTYrTCT,Hotel Referral,4,Event Referral,product_name,0.059958649
CMKlTYrTCT,Hotel Referral,5,Cruise Referral,product_name,0.052377671
CMMDEQqPXc,Hotel Referral,1,Hotel Referral,product_name,0.380952381
CMMDEQqPXc,Hotel Referral,2,Hotel Search,product_name,0.314285714
CMMDEQqPXc,Hotel Referral,3,Flight Search,product_name,0.219047619
CMMDEQqPXc,Hotel Referral,4,Flight Referral,product_name,0.142857143
CMMDEQqPXc,Hotel Referral,5,Event Referral,product_name,0.066666667
cmRGTYYXHP,Hotel Referral,1,Flight Referral,product_name,0.119917298
cmRGTYYXHP,Hotel Referral,2,Hotel Search,product_name,0.105444521
cmRGTYYXHP,Hotel Referral,3,Flight Search,product_name,0.072363887
cmRGTYYXHP,Hotel Referral,4,Event Referral,product_name,0.059958649
cmRGTYYXHP,Hotel Referral,5,Cruise Referral,product_name,0.052377671
CMuhJlLfaC,Flight Referral,1,Hotel Referral,product_name,0.242002782
CMuhJlLfaC,Flight Referral,2,Flight Search,product_name,0.098748261
CMuhJlLfaC,Flight Referral,3,Hotel Search,product_name,0.082058414
CMuhJlLfaC,Flight Referral,4,Event Referral,product_name,0.059805285
CMuhJlLfaC,Flight Referral,5,Cruise Referral,product_name,0.059805285
cnCxFDJKDE,Groupon Getaways,1,Hotel Referral,product_name,0.327380952
cnCxFDJKDE,Groupon Getaways,2,Flight Referral,product_name,0.130952381
cnCxFDJKDE,Groupon Getaways,3,Hotel Search,product_name,0.119047619
cnCxFDJKDE,Groupon Getaways,4,Package Referral,product_name,0.077380952
cnCxFDJKDE,Groupon Getaways,5,Flight Search,product_name,0.072363887
CniYacrvmF,Cruise Referral,1,Hotel Referral,product_name,0.263888889
CniYacrvmF,Cruise Referral,2,Flight Referral,product_name,0.149305556
CniYacrvmF,Cruise Referral,3,Hotel Search,product_name,0.09375
CniYacrvmF,Cruise Referral,4,Event Referral,product_name,0.065972222
CniYacrvmF,Cruise Referral,5,Package Referral,product_name,0.0625
cnRaQUTyNV,Event Referral,1,Hotel Referral,product_name,0.256637168
cnRaQUTyNV,Event Referral,2,Flight Referral,product_name,0.126843658
cnRaQUTyNV,Event Referral,3,Hotel Search,product_name,0.088495575
cnRaQUTyNV,Event Referral,4,Flight Search,product_name,0.067846608
cnRaQUTyNV,Event Referral,5,Cruise Referral,product_name,0.056047198
CohAlHmAXC,Hotel Referral,1,Flight Referral,product_name,0.119917298
CohAlHmAXC,Hotel Referral,2,Hotel Search,product_name,0.105444521
CohAlHmAXC,Hotel Referral,3,Flight Search,product_name,0.072363887
CohAlHmAXC,Hotel Referral,4,Event Referral,product_name,0.059958649
CohAlHmAXC,Hotel Referral,5,Cruise Referral,product_name,0.052377671
COIvLCejTU,Flight Referral,1,Hotel Referral,product_name,0.242002782
COIvLCejTU,Flight Referral,2,Flight Search,product_name,0.098748261
COIvLCejTU,Flight Referral,3,Hotel Search,product_name,0.082058414
COIvLCejTU,Flight Referral,4,Event Referral,product_name,0.059805285
COIvLCejTU,Flight Referral,5,Cruise Referral,product_name,0.059805285
cpLZmpHVoF,Hotel Referral,1,Flight Referral,product_name,0.119917298
cpLZmpHVoF,Hotel Referral,2,Hotel Search,product_name,0.105444521
cpLZmpHVoF,Hotel Referral,3,Flight Search,product_name,0.072363887
cpLZmpHVoF,Hotel Referral,4,Event Referral,product_name,0.059958649
cpLZmpHVoF,Hotel Referral,5,Cruise Referral,product_name,0.052377671
CPUEqhXKif,Hotel Referral,1,Flight Referral,product_name,0.119917298
CPUEqhXKif,Hotel Referral,2,Hotel Search,product_name,0.105444521
CPUEqhXKif,Hotel Referral,3,Flight Search,product_name,0.072363887
CPUEqhXKif,Hotel Referral,4,Event Referral,product_name,0.059958649
CPUEqhXKif,Hotel Referral,5,Cruise Referral,product_name,0.052377671
CqfbXLIehZ,Car Referral,1,Hotel Referral,product_name,0.233333333
CqfbXLIehZ,Car Referral,2,Flight Referral,product_name,0.213333333
CqfbXLIehZ,Car Referral,3,Hotel Search,product_name,0.166666667
CqfbXLIehZ,Car Referral,4,Event Referral,product_name,0.106666667
CqfbXLIehZ,Car Referral,5,Flight Search,product_name,0.072363887
CQJTntHFcV,Hotel Referral,1,Hotel Referral,product_name,0.284552846
CQJTntHFcV,Hotel Referral,2,Flight Referral,product_name,0.192411924
CQJTntHFcV,Hotel Referral,3,Hotel Search,product_name,0.170731707
CQJTntHFcV,Hotel Referral,4,Flight Search,product_name,0.072363887
CQJTntHFcV,Hotel Referral,5,Event Referral,product_name,0.062330623
CRaINcRIep,Flight Search,1,Hotel Referral,product_name,0.284552846
CRaINcRIep,Flight Search,2,Flight Referral,product_name,0.192411924
CRaINcRIep,Flight Search,3,Hotel Search,product_name,0.170731707
CRaINcRIep,Flight Search,4,Event Referral,product_name,0.062330623
CRaINcRIep,Flight Search,5,Car Search,product_name,0.062330623
cruNNCkEyU,Cruise Referral,1,Hotel Referral,product_name,0.263888889
cruNNCkEyU,Cruise Referral,2,Flight Referral,product_name,0.149305556
cruNNCkEyU,Cruise Referral,3,Hotel Search,product_name,0.09375
cruNNCkEyU,Cruise Referral,4,Event Referral,product_name,0.065972222
cruNNCkEyU,Cruise Referral,5,Package Referral,product_name,0.0625
CsbFyxaVcg,Flight Referral,1,Hotel Referral,product_name,0.242002782
CsbFyxaVcg,Flight Referral,2,Flight Search,product_name,0.098748261
CsbFyxaVcg,Flight Referral,3,Hotel Search,product_name,0.082058414
CsbFyxaVcg,Flight Referral,4,Event Referral,product_name,0.059805285
CsbFyxaVcg,Flight Referral,5,Cruise Referral,product_name,0.059805285
CsdmOPVUZa,Hotel Referral,1,Flight Referral,product_name,0.119917298
CsdmOPVUZa,Hotel Referral,2,Hotel Search,product_name,0.105444521
CsdmOPVUZa,Hotel Referral,3,Flight Search,product_name,0.072363887
CsdmOPVUZa,Hotel Referral,4,Event Referral,product_name,0.059958649
CsdmOPVUZa,Hotel Referral,5,Cruise Referral,product_name,0.052377671
CsHvYXDjNT,Hotel Referral,1,Hotel Referral,product_name,0.35334873
CsHvYXDjNT,Hotel Referral,2,Flight Search,product_name,0.145496536
CsHvYXDjNT,Hotel Referral,3,Flight Referral,product_name,0.136258661
CsHvYXDjNT,Hotel Referral,4,Hotel Search,product_name,0.119047619
CsHvYXDjNT,Hotel Referral,5,Package Referral,product_name,0.077380952
CSnbTcTlAC,Hotel Referral,1,Hotel Referral,product_name,0.35334873
CSnbTcTlAC,Hotel Referral,2,Flight Search,product_name,0.145496536
CSnbTcTlAC,Hotel Referral,3,Flight Referral,product_name,0.136258661
CSnbTcTlAC,Hotel Referral,4,Hotel Search,product_name,0.105444521
CSnbTcTlAC,Hotel Referral,5,Car Search,product_name,0.076212471
csNuycTeVW,Event Referral,1,Hotel Referral,product_name,0.256637168
csNuycTeVW,Event Referral,2,Flight Referral,product_name,0.126843658
csNuycTeVW,Event Referral,3,Hotel Search,product_name,0.088495575
csNuycTeVW,Event Referral,4,Flight Search,product_name,0.067846608
csNuycTeVW,Event Referral,5,Cruise Referral,product_name,0.056047198
ctDSfKVtDu,Flight Referral,1,Hotel Referral,product_name,0.441860465
ctDSfKVtDu,Flight Referral,2,Flight Referral,product_name,0.186046512
ctDSfKVtDu,Flight Referral,3,Hotel Search,product_name,0.11627907
ctDSfKVtDu,Flight Referral,4,Flight Search,product_name,0.098748261
ctDSfKVtDu,Flight Referral,5,Groupon Getaways,product_name,0.093023256
ctEtzGmKer,Hotel Referral,1,Flight Referral,product_name,0.119917298
ctEtzGmKer,Hotel Referral,2,Hotel Search,product_name,0.105444521
ctEtzGmKer,Hotel Referral,3,Flight Search,product_name,0.072363887
ctEtzGmKer,Hotel Referral,4,Event Referral,product_name,0.059958649
